Elevation,Transect,Quadrat,Species,Cover,Collection,Long_Form,Photos
800,B,2,BuellaJorgensis,T,TB800.2.4,Buellia jorgensis,
800,B,2,Minksia,T,TB800.1.4,,
800,B,2,TanBullateApo,1,TB800.1.7,,
800,B,2,GreyRhizoStipApo,T,TB00.3.3,,
800,B,3,BlackStipCren,T,TB800.2.1,,
800,B,3,HyperBranchedNiebla,T,TB800.3.1,Hyperbranched isidiate Niebla,
800,B,3,TanBullateApo,1,TB800.1.7,,
800,B,3,Chrysothrix,T,TB800.1.1,,
800,B,3,SorediateAmygdalaria,1,TB800.1.9,,
800,B,3,RoccCereb,T,TB800.3.2,Roccellina cerebriformis,
800,B,3,GreyRhizoStipApo,3,TB800.3.3,Grey Rhizocarpon stipitate apothecia,
800,B,3,NieblaGranulans,T,TB800.1.3,,
800,B,4,HetFoll,4,TB800.1.2,,
800,B,4,NieblaGranulans,4,TB800.1.3,,
800,B,4,Chrysothrix,T,TB800.1.1,,
800,B,4,TanBullateApo,5,TB800.1.7,,
800,B,4,CaloPhlogina,1,TB800.2.3,,
800,B,4,Leprocaulon,2,TB800.1.8,,
800,B,4,RoccCereb,T,TB800.3.2,,
800,B,4,GreyRhizoStipApo,4,TB800.3.3,,
800,B,4,BlackStipCren,4,TB800.2.1,,
800,B,4,GreenBrain,T,TB800.1.6,,
800,B,4,BuellaJorgensis,4,TB800.2.4,,
800,B,4,Amygdalaria,T,TB800.1.9,,
800,B,4,RamalinaUsnea,T,TB800.4.1,Ramalina usnea,
800,B,4,BrownSmearFertile,T,TB800.4.2,fertile brown smear,
800,B,4,HyperBranchedNiebla,T,TB800.3.1,,
800,B,4,NieblaCeruchis,T,TB800.4.3,Niebla ceruchis,
800,B,4,Pentagenella,T,TB800.4.4,Pentagenella gracillima,
800,B,5,Chrysothrix,1,TB800.1.1,,
800,B,5,HetFoll,T,TB800.1.2,,
800,B,5,TanBullateApo,6,TB800.1.7,,
800,B,5,Amygdalaria,12,TB800.1.9,,
800,B,5,Minksia,T,TB800.1.4,,
800,B,5,BuellaJorgensis,T,TB800.2.4,,
800,B,5,NieblaGranulans,T,TB800.1.3,,
800,B,5,BlackStipCren,T,TB800.2.1,,
800,B,5,Arctothelium,T,TB800.5.1,Arctothelium,
800,B,5,GreyRhizoStipApo,2,TB800.3.3,,
800,B,6,AcarosporaBull,T,TB800.6.1,Acarospora bullate,
800,B,6,YrhizoSor,2,TB800.6.2,Yellow rhizocarpon sorediate,
800,B,6,GrayRhizoPseudolir,2,TB800.2.2,,
800,B,6,TanBullateApo,2,TB800.1.7,,
800,B,6,Arctothelium,T,TB800.5.1,,
800,B,6,Chrysothrix,T,TB800.1.1,,
800,B,7,TanBullateApo,8,TB800.1.7,,
800,B,7,Chrysothrix,T,TB800.1.1,,
800,B,7,Amygdalaria,1,TB800.1.9,,
800,B,7,YrhizoSor,T,TB800.6.2,,
800,B,7,GrayRhizoPseudolir,T,TB800.2.2,,
800,B,7,Minksia,T,TB800.1.4,,
800,B,7,BlackStipCren,T,TB800.2.1,,
800,B,7,Arctothelium,T,TB800.5.1,,
800,B,7,GreyRhizoStipApo,T,TB800.3.3,,
800,B,8,Chrysothrix,T,TB800.1.1,,
800,B,8,GreenBrain,T,TB800.1.6,,
800,B,8,Amygdalaria,T,TB800.1.9,,
800,B,8,NieblaGranulans,T,TB800.1.3,,
800,B,8,Arctothelium,T,TB800.5.1,,
800,B,8,YrhizoSor,T,TB800.6.2,,
800,B,9,BlackStipCren,2,TB800.2.1,,
800,B,9,RoccCereb,3,TB800.3.2,,
800,B,9,TanBullateApo,5,TB800.1.7,,
800,B,9,Amygdalaria,2,TB800.1.9,,
800,B,9,Chrysothrix,T,TB800.1.1,,
800,B,9,Arctothelium,T,TB800.5.1,,
800,B,9,GrayRhizoPseudolir,6,TB800.2.2,,
800,B,9,SandOpegrapha,T,TB800.9.1,Sand Opegrapha,
800,B,9,BuellaJorgensis,5,TB800.2.4,,
800,B,9,BluePruApoTerr,T,TB800.9.2,blue pruinose apothecia terricole,
800,B,9,ManilaRoccPrui,5,TB800.9.3,manila Roccellina pruinose apothecia,
800,B,10,TanBullateApo,14,TB800.1.7,,
800,B,10,NieblaGranulans,T,TB800.1.3,,
800,B,10,HetFoll,1,TB800.1.2,,
800,B,10,Chrysothrix,3,TB800.1.1,,
800,B,10,Amygdalaria,25,TB800.1.9,,
800,B,10,Arctothelium,1,TB800.5.1,,
800,B,10,aeroLep,1,TB800.10.1,aereolate Lepraria,
800,B,10,WhiteBuelliaJor,3,TB800.10.2,white Buellia jorgensis,
800,B,10,Leprocaulon,T,TB800.1.8,,
800,B,10,GreyRhizoStipApo,T,TB800.3.3,,
800,B,10,TanCrustRocc,T,TB800.10.3,tan crustose Roccellaceae,
