"","Species","Transect","Collection","Elevation","Quadrat","Collection2","Cover","Time_Surface","Time_Absorption","Angle","N","SpN","Genus","Order","Family","Form","Photobiont","Number","Sample","Mass",".N","d15N",".C","d13C","Notes"
"164","GreenBrain","B","TB800.1.6","800","8","TB_800_1_6","T",0.75,1,NA,53,60,"Crustose","Lecanorales","","Sub-Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"165","GreyRhizoStipApo","B","TB800.3.3","800","10","TB_800_3_3","T",1,18.4,90,146,62,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"166","GreyRhizoStipApo","B","TB800.3.3","800","3","TB_800_3_3","3",1,18.4,90,146,62,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia","3",NA,NA,NA,NA,NA,NA,""
"167","GreyRhizoStipApo","B","TB800.3.3","800","4","TB_800_3_3","4",1,18.4,90,146,62,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"168","GreyRhizoStipApo","B","TB800.3.3","800","5","TB_800_3_3","2",1,18.4,90,146,62,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"169","GreyRhizoStipApo","B","TB800.3.3","800","7","TB_800_3_3","T",1,18.4,90,146,62,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"170","GreyRhizoStipApo","B","TB600.3.3","600","3","TB_600_3_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"not listed in field notes for quadrat"
"171","HetFoll","B","TB500.1.7","500","1","TB_500_1_7","T",1,10.1666666666667,80,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia","7",NA,NA,NA,NA,NA,NA,""
"172","HetFoll","B","TB600.4.4","600","4","TB_600_4_4","T",1,14.75,77.5,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia","4",NA,NA,NA,NA,NA,NA,""
"173","HetFoll","B","TB700.2.1","700","2","TB_700_2_1","4",1.5,68.75,NA,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia","1","B700_2.1.raw",5.411,1.02,-1.76,28.18,-20.8,""
"174","HetFoll","B","TB700.2.1","700","3","TB_700_2_1","1",1.5,68.75,NA,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"175","HetFoll","B","TB700.2.1","700","6","TB_700_2_1","T",1.5,68.75,NA,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"176","HetFoll","B","TB800.1.2","800","1","TB_800_1_2","T",19.25,42.6666666666667,67.5,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia","2","B800_1.2.raw",4.749,1.21,-0.91,33.11,-21.16,""
"177","HetFoll","B","TB800.1.2","800","10","TB_800_1_2","1",19.25,42.6666666666667,67.5,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"178","HetFoll","B","TB800.1.2","800","2","TB_800_1_2","T",19.25,42.6666666666667,67.5,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"179","HetFoll","B","TB800.1.2","800","4","TB_800_1_2","4",19.25,42.6666666666667,67.5,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"180","HetFoll","B","TB800.1.2","800","5","TB_800_1_2","T",19.25,42.6666666666667,67.5,91,63,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"181","HetLeucomelos","B","TB700.2.11","700","10","TB_700_2_11","T",2,90,120,100,64,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"182","HetLeucomelos","B","TB700.2.11","700","2","TB_700_2_11","T",2,90,120,100,64,"Heterodermia","Caliciales","","Foliose","Trebouxia","11","B700_2.11.raw",5.204,1.97,0.08,37.34,-20.05,""
"183","HetLeucomelos","B","TB700.2.11","700","6","TB_700_2_11","T",2,90,120,100,64,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"184","HetLeucomelos","B","TB700.2.11","700","8","TB_700_2_11","T",2,90,120,100,64,"Heterodermia","Caliciales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"185","HyperBranchedNiebla","B","TB800.3.1","800","3","TB_800_3_1","T",70.8571428571429,84.2857142857143,60,147,65,"Niebla","Lecanorales","","Foliose","Trebouxia","1","B800_3.1.raw",4.948,0.62,-0.48,44.12,-22.28,""
"186","HyperBranchedNiebla","B","TB800.3.1","800","4","TB_800_3_1","T",70.8571428571429,84.2857142857143,60,147,65,"Niebla","Lecanorales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"187","HyperIsidiateNiebla","B","TB700.2.13","700","2","TB_700_2_13","T",90,90,60,102,66,"Niebla","Lecanorales","","Foliose","Trebouxia","13","B700_2.13.raw",5.178,1.18,0.26,28.58,-22.35,""
"188","HyperIsidiateNiebla","B","TB700.2.13","700","3","TB_700_2_13","1",90,90,60,102,66,"Niebla","Lecanorales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"189","HyperIsidiateNiebla","B","TB700.2.13","700","4","TB_700_2_13","T",90,90,60,102,66,"Niebla","Lecanorales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"190","HyperIsidiateNiebla","B","TB700.2.13","700","6","TB_700_2_13","T",90,90,60,102,66,"Niebla","Lecanorales","","Foliose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"191","Leprocaulon","B","TB800.1.8","800","1","TB_800_1_8","T",90,90,30,143,68,"Leprocaulon","Leprocaulales","","Fruticose","Trebouxia","8","B800_1.8.raw",4.929,0.88,0.73,17.63,-23.83,""
"192","Leprocaulon","B","TB800.1.8","800","10","TB_800_1_8","T",90,90,30,143,68,"Leprocaulon","Leprocaulales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"193","Leprocaulon","B","TB800.1.8","800","4","TB_800_1_8","2",90,90,30,143,68,"Leprocaulon","Leprocaulales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"194","LirRhizocarpon","B","TB500.9.6","500","9","TB_500_9_6","T",1,45,120,78,70,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia","6",NA,NA,NA,NA,NA,NA,""
"195","LirRhizocarpon","B","TB700.1.2","700","1","TB_700_1_2","6",17.6666666666667,90,100,78,70,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia","2",NA,NA,NA,NA,NA,NA,""
"196","LirRhizocarpon","B","TB700.1.2","700","2","TB_700_1_2","5",17.6666666666667,90,100,78,70,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"197","LirRhizocarpon","B","TB700.1.2","700","3","TB_700_1_2","3",17.6666666666667,90,100,78,70,"Rhizocarpon","Rhizocarpales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"198","LittlePilesBalls","B","TB500.1.10","500","1","TB_500_1_10","T",1,2.5,120,130,71,"Leprocaulon","Leprocaulales","","Leprose","Trebouxia","10","B500_1.10b.raw",5.213,0.95,-1.24,28.84,-28.56,"Two collections (a and b), may be diff. Spp"
"199","ManilaBacidia","B","TB700.3.1","700","3","TB_700_3_1","5",30.5,77.5,97.5,104,72,"Bacidia","Lecanorales","","Crustose","Trebouxia","1",NA,NA,NA,NA,NA,NA,""
"200","ManilaBacidia","B","TB700.3.1","700","6","TB_700_3_1","1",30.5,77.5,97.5,104,72,"Bacidia","Lecanorales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"201","ManilaRoccellina","B","TB700.1.4","700","1","TB_700_1_4","4",NA,NA,NA,79,73,"Roccellina","Arthoniales","","Crustose","Trentepohlia","4","B700_1.4.raw",4.839,1.08,-1.14,20.47,-25.99,""
"202","ManilaRoccPrui","B","TB800.9.3","800","9","TB_800_9_3","5",1,10,120,155,74,"Roccellina","Arthoniales","","Crustose","Trentepohlia","3",NA,NA,NA,NA,NA,NA,""
"203","ManilaSegmentedApoHyperbullateRoccellina","B","TB700.1.7","700","1","TB_700_1_7","T",12.125,48,120,82,75,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia","7","B700_1.7.raw",4.747,1.2,-1.38,26.14,-28.12,""
"204","ManilaSegmentedApoHyperbullateRoccellina","B","TB700.1.7","700","2","TB_700_1_7","T",12.125,48,120,82,75,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"205","ManilaSegmentedApoHyperbullateRoccellina","B","TB700.1.7","700","3","TB_700_1_7","4",12.125,48,120,82,75,"Roccellina","Arthoniales","","Sub-Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"206","Megaspora","B","TB500.1.9","500","1","TB_500_1_9","T",NA,NA,NA,129,76,"Megaspora","Lecanorales","","Crustose","Trebouxia","9",NA,NA,NA,NA,NA,NA,""
"207","Megaspora","B","TB500.1.9","500","9","TB_500_1_9","T",NA,NA,NA,129,76,"Megaspora","Lecanorales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"208","MicrobullateShitBrownBuellia","B","TB700.1.9","700","1","TB_700_1_9","T",1,NA,105,84,77,"Buellia","Caliciales","","Crustose","Trebouxia","9",NA,NA,NA,NA,NA,NA,""
"209","MicrobullateShitBrownBuellia","B","TB700.1.9","700","3","TB_700_1_9","T",1,NA,105,84,77,"Buellia","Caliciales","","Crustose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"210","Minksia","B","TB400.1.6","400","1","TB_400_1_6","T",NA,NA,NA,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia","6",NA,NA,NA,NA,NA,NA,""
"211","Minksia","B","TB500.1.8","500","1","TB_500_1_8","7",1,10.5,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia","8",NA,NA,NA,NA,NA,NA,""
"212","Minksia","B","TB500.1.8","500","10","TB_500_1_8","T",1,10.5,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"213","Minksia","B","TB500.1.8","500","2","TB_500_1_8","1",1,10.5,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"214","Minksia","B","TB500.1.8","500","6","TB_500_1_8","T",1,10.5,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"215","Minksia","B","TB500.1.8","500","7","TB_500_1_8","T",1,10.5,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"216","Minksia","B","TB500.1.8","500","8","TB_500_1_8","T",1,10.5,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"217","Minksia","B","TB600.1.2","600","1","TB_600_1_2","2",1,58,85,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia","2",NA,NA,NA,NA,NA,NA,""
"218","Minksia","B","TB600.1.2","600","2","TB_600_1_2","T",1,58,85,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"219","Minksia","B","TB600.1.2","600","3","TB_600_1_2","T",1,58,85,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"220","Minksia","B","TB600.1.2","600","5","TB_600_1_2","T",1,58,85,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"221","Minksia","B","TB600.1.2","600","8","TB_600_1_2","T",1,58,85,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"222","Minksia","B","TB600.4.5","600","4","TB_600_4_5","2",1.75,45.5,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia","5",NA,NA,NA,NA,NA,NA,""
"223","Minksia","B","TB800.1.4","800","1","TB_800_1_4","T",40,90,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia","4",NA,NA,NA,NA,NA,NA,""
"224","Minksia","B","TB800.1.4","800","2","TB_800_1_4","T",40,90,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"225","Minksia","B","TB800.1.4","800","5","TB_800_1_4","T",40,90,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"226","Minksia","B","TB800.1.4","800","7","TB_800_1_4","T",40,90,60,19,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"227","MinksiaSax","B","TB700.1.10","700","1","TB_700_1_10","T",90,90,NA,85,78,"Minksia","Arthoniales","","Foliose","Trentepohlia","10","B700_1.10.raw",4.629,0.75,0.35,29.46,-25.33,""
"228","MinksiaSax","B","TB700.1.10","700","2","TB_700_1_10","T",90,90,NA,85,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"229","MinksiaSax","B","TB700.1.10","700","3","TB_700_1_10","1",90,90,NA,85,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"230","MinksiaSax","B","TB700.1.10","700","4","TB_700_1_10","T",90,90,NA,85,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"231","MinksiaSax","B","TB700.1.10","700","6","TB_700_1_10","T",90,90,NA,85,78,"Minksia","Arthoniales","","Foliose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"232","MinksiaTwig","B","TB700.1.11b","700","1","TB_700_1_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","B700_1.11.raw",4.837,1.41,0.48,33.73,-20.36,""
"233","Niebla","B","TB500.1.4","500","1","TB_500_1_4","T",1,45.6666666666667,NA,128,79,"Niebla","Lecanorales","","Fruticose","Trebouxia","4",NA,NA,NA,NA,NA,NA,""
"234","Niebla","B","TB500.1.4","500","8","TB_500_1_4","T",1,45.6666666666667,NA,128,79,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"235","NieblaCeruchis","B","TB600.1.3","600","1","TB_600_1_3","1",1,38.75,NA,112,83,"Niebla","Lecanorales","","Fruticose","Trebouxia","3","B600_1.3.raw",5.179,1.17,-0.55,30,-20.62,""
"236","NieblaCeruchis","B","TB600.1.3","600","3","TB_600_1_3","T",1,38.75,NA,112,83,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"237","NieblaCeruchis","B","TB600.1.3","600","8","TB_600_1_3","T",1,38.75,NA,112,83,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"238","NieblaCeruchis","B","TB800.4.3","800","4","TB_800_4_3","T",90,90,60,112,83,"Niebla","Lecanorales","","Fruticose","Trebouxia","3",NA,NA,NA,NA,NA,NA,""
"239","NieblaCeruchis","B","TB700.4.1","700","4","TB_700_4_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","B700_4.1.raw",5.072,1.19,0.2,31.72,-21.21,""
"240","NieblaGranulans","B","TB700.2.6","700","2","TB_700_2_6","2",11,11,NA,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia","6","B_700_2.6.raw",4.83,1.2,0.03,45.36,-21.56,""
"241","NieblaGranulans","B","TB700.2.6","700","3","TB_700_2_6","3",11,11,NA,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"242","NieblaGranulans","B","TB800.1.3","800","1","TB_800_1_3","T",24.3333333333333,70,60,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia","3","B_800_1.3.raw",5.327,1.11,-0.35,32.12,-23.23,""
"243","NieblaGranulans","B","TB800.1.3","800","10","TB_800_1_3","T",24.3333333333333,70,60,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"244","NieblaGranulans","B","TB800.1.3","800","2","TB_800_1_3","1",24.3333333333333,70,60,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"245","NieblaGranulans","B","TB800.1.3","800","3","TB_800_1_3","T",24.3333333333333,70,60,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"246","NieblaGranulans","B","TB800.1.3","800","4","TB_800_1_3","4",24.3333333333333,70,60,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"247","NieblaGranulans","B","TB800.1.3","800","5","TB_800_1_3","T",24.3333333333333,70,60,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"248","NieblaGranulans","B","TB800.1.3","800","8","TB_800_1_3","T",24.3333333333333,70,60,96,84,"Niebla","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"249","Pentagenella","B","TB500.9.2","500","9","TB_500_9_2","1",12.125,22.75,67.5,59,87,"Pentagenella","Arthoniales","","Fruticose","Trentepohlia","2","B500_9.2.raw",5.405,0.98,2.86,24,-27.59,""
"250","Pentagenella","B","TB700.2.10","700","2","TB_700_2_10","T",90,90,60,59,87,"Pentagenella","Arthoniales","","Fruticose","Trentepohlia","10","B700_2.10.raw",5.249,1.26,0.83,28.61,-28.67,""
"251","Pentagenella","B","TB700.2.10","700","3","TB_700_2_10","6",90,90,60,59,87,"Pentagenella","Arthoniales","","Fruticose","Trentepohlia",NA,NA,NA,NA,NA,NA,NA,NA
"252","Pentagenella","B","TB800.4.4","800","4","TB_800_4_4","T",NA,NA,NA,59,87,"Pentagenella","Arthoniales","","Fruticose","Trentepohlia","4",NA,NA,NA,NA,NA,NA,""
"253","RamalinaSolid","B","TB700.1.8","700","1","TB_700_1_8","T",1,NA,NA,83,91,"Ramalina","Lecanorales","","Fruticose","Trebouxia","8","B700_1.8.raw",5.266,1.57,0.41,42.01,-18.16,""
"254","RamalinaSolid","B","TB700.1.8","700","3","TB_700_1_8","1",1,NA,NA,83,91,"Ramalina","Lecanorales","","Fruticose","Trebouxia",NA,NA,NA,NA,NA,NA,NA,NA
"255","RamalinaUsnea","B","TB800.4.1","800","4","TB_800_4_1","T",1,10.25,90,149,92,"Ramalina","Lecanorales","","Fruticose","Trebouxia","1","B_800_4.1.raw",4.958,1.36,-1.68,44.09,-20.9,""
"256","RamalinaVAver","B","TB700.10.1","700","10","TB_700_10_1","3",NA,NA,NA,120,93,"Ramalina","Lecanorales","","Fruticose","Trebouxia","1",NA,NA,NA,NA,NA,NA,"Could not locate specimen"
"257","Rinodina","B","TB700.3.6","700","3","TB_700_3_6","4",90,90,90,109,95,"Rinodina","Caliciales","","Crustose","Trebouxia","6",NA,NA,NA,NA,NA,NA,""
